Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
*****************************************
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Namespace(data_path='/media/data/coco2017', weights_path=None, dataset='coco', model='my_fcos_resnet50_fpn', device='cuda', batch_size=2, epochs=26, workers=4, opt='sgd', lr=0.005, momentum=0.9, weight_decay=0.0001, norm_weight_decay=None, lr_scheduler='multisteplr', lr_step_size=8, lr_steps=[16, 22], lr_gamma=0.1, print_freq=20, output_dir='./outputs/FCOS/s3c_s4o_s5g', resume='', start_epoch=0, aspect_ratio_group_factor=3, rpn_score_thresh=None, trainable_backbone_layers=None, data_augmentation='hflip', sync_bn=False, test_only=False, use_deterministic_algorithms=False, world_size=2, dist_url='env://', weights=None, weights_backbone='ResNet50_Weights.IMAGENET1K_V1', amp=True, use_copypaste=False, backend='pil', use_v2=False, rank=0, gpu=0, distributed=True, dist_backend='nccl')
Loading data
root:  /media/data/coco2017
img_folder:  train2017
loading annotations into memory...
Done (t=8.31s)
creating index...
index created!
root:  /media/data/coco2017
img_folder:  val2017
loading annotations into memory...
Done (t=0.21s)
creating index...
index created!
Creating data loaders
Using [0, 0.5, 0.6299605249474365, 0.7937005259840997, 1.0, 1.259921049894873, 1.5874010519681991, 2.0, inf] as bins for aspect ratio quantization
Count of instances per bin: [  104   982 24236  2332  8225 74466  5763  1158]
Creating model
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Loading weights from ResNet50_Weights.IMAGENET1K_V1
return_layers: {'layer2': '0', 'layer3': '1', 'layer4': '2'}
extra_blocks: LastLevelP6P7(
  (p6): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
  (p7): Conv2d(256, 256, kernel_size=(3, 3), stride=(2, 2), padding=(1, 1))
)
Start training
Epoch: [1]  [  300/29316]  eta: 1:46:43  lr: 0.005000  loss: 1.2902 (1.2796)  bbox_ctrness: 0.6242 (0.6281)  bbox_regression: 0.2636 (0.2752)  classification: 0.3584 (0.3763)  time: 0.2177  data: 0.0037  max mem: 5471
Epoch: [1]  [  320/29316]  eta: 1:46:39  lr: 0.005000  loss: 1.2436 (1.2808)  bbox_ctrness: 0.6259 (0.6282)  bbox_regression: 0.2688 (0.2754)  classification: 0.3960 (0.3771)  time: 0.2210  data: 0.0036  max mem: 5471
Epoch: [1]  [  340/29316]  eta: 1:46:29  lr: 0.005000  loss: 1.2698 (1.2801)  bbox_ctrness: 0.6293 (0.6283)  bbox_regression: 0.2722 (0.2748)  classification: 0.3629 (0.3771)  time: 0.2170  data: 0.0037  max mem: 5471
Epoch: [1]  [  360/29316]  eta: 1:46:25  lr: 0.005000  loss: 1.2980 (1.2822)  bbox_ctrness: 0.6284 (0.6283)  bbox_regression: 0.2883 (0.2756)  classification: 0.3814 (0.3783)  time: 0.2207  data: 0.0036  max mem: 5471
Epoch: [1]  [  380/29316]  eta: 1:46:19  lr: 0.005000  loss: 1.3182 (1.2827)  bbox_ctrness: 0.6322 (0.6284)  bbox_regression: 0.2777 (0.2758)  classification: 0.3795 (0.3785)  time: 0.2196  data: 0.0038  max mem: 5471
Epoch: [1]  [  400/29316]  eta: 1:46:11  lr: 0.005000  loss: 1.2735 (1.2818)  bbox_ctrness: 0.6186 (0.6279)  bbox_regression: 0.2597 (0.2751)  classification: 0.3828 (0.3788)  time: 0.2183  data: 0.0037  max mem: 5471
Epoch: [1]  [  420/29316]  eta: 1:46:05  lr: 0.005000  loss: 1.2632 (1.2818)  bbox_ctrness: 0.6239 (0.6277)  bbox_regression: 0.2619 (0.2752)  classification: 0.3807 (0.3789)  time: 0.2192  data: 0.0036  max mem: 5471
Epoch: [1]  [  440/29316]  eta: 1:46:01  lr: 0.005000  loss: 1.2101 (1.2802)  bbox_ctrness: 0.6244 (0.6275)  bbox_regression: 0.2587 (0.2746)  classification: 0.3493 (0.3781)  time: 0.2202  data: 0.0035  max mem: 5471
Epoch: [1]  [  460/29316]  eta: 1:45:52  lr: 0.005000  loss: 1.3129 (1.2827)  bbox_ctrness: 0.6312 (0.6277)  bbox_regression: 0.2976 (0.2752)  classification: 0.3800 (0.3798)  time: 0.2172  data: 0.0037  max mem: 5471
Epoch: [1]  [  480/29316]  eta: 1:45:45  lr: 0.005000  loss: 1.3003 (1.2835)  bbox_ctrness: 0.6242 (0.6278)  bbox_regression: 0.2778 (0.2753)  classification: 0.3789 (0.3805)  time: 0.2181  data: 0.0036  max mem: 5471
Epoch: [1]  [  500/29316]  eta: 1:45:43  lr: 0.005000  loss: 1.2599 (1.2822)  bbox_ctrness: 0.6270 (0.6277)  bbox_regression: 0.2732 (0.2749)  classification: 0.3799 (0.3795)  time: 0.2214  data: 0.0034  max mem: 5471
Epoch: [1]  [  520/29316]  eta: 1:45:40  lr: 0.005000  loss: 1.2728 (1.2817)  bbox_ctrness: 0.6273 (0.6277)  bbox_regression: 0.2777 (0.2749)  classification: 0.3671 (0.3791)  time: 0.2215  data: 0.0038  max mem: 5471
Epoch: [1]  [  540/29316]  eta: 1:45:37  lr: 0.005000  loss: 1.2714 (1.2815)  bbox_ctrness: 0.6229 (0.6277)  bbox_regression: 0.2602 (0.2744)  classification: 0.3655 (0.3794)  time: 0.2214  data: 0.0037  max mem: 5471
Epoch: [1]  [  560/29316]  eta: 1:45:27  lr: 0.005000  loss: 1.2837 (1.2803)  bbox_ctrness: 0.6253 (0.6275)  bbox_regression: 0.2475 (0.2737)  classification: 0.3728 (0.3792)  time: 0.2155  data: 0.0036  max mem: 5471
Epoch: [1]  [  580/29316]  eta: 1:45:23  lr: 0.005000  loss: 1.2850 (1.2808)  bbox_ctrness: 0.6274 (0.6275)  bbox_regression: 0.2659 (0.2737)  classification: 0.3959 (0.3797)  time: 0.2201  data: 0.0038  max mem: 5471
Epoch: [1]  [  600/29316]  eta: 1:45:14  lr: 0.005000  loss: 1.3268 (1.2821)  bbox_ctrness: 0.6364 (0.6278)  bbox_regression: 0.2891 (0.2745)  classification: 0.3641 (0.3798)  time: 0.2153  data: 0.0036  max mem: 5471
Epoch: [1]  [  620/29316]  eta: 1:45:09  lr: 0.005000  loss: 1.3180 (1.2837)  bbox_ctrness: 0.6265 (0.6278)  bbox_regression: 0.2750 (0.2750)  classification: 0.4027 (0.3809)  time: 0.2189  data: 0.0036  max mem: 5471
Epoch: [1]  [  640/29316]  eta: 1:45:03  lr: 0.005000  loss: 1.2799 (1.2842)  bbox_ctrness: 0.6280 (0.6279)  bbox_regression: 0.2908 (0.2753)  classification: 0.3676 (0.3810)  time: 0.2187  data: 0.0036  max mem: 5471
Epoch: [1]  [  660/29316]  eta: 1:44:59  lr: 0.005000  loss: 1.2765 (1.2840)  bbox_ctrness: 0.6279 (0.6280)  bbox_regression: 0.2774 (0.2755)  classification: 0.3444 (0.3805)  time: 0.2202  data: 0.0038  max mem: 5471
Epoch: [1]  [  680/29316]  eta: 1:44:55  lr: 0.005000  loss: 1.2844 (1.2849)  bbox_ctrness: 0.6304 (0.6280)  bbox_regression: 0.2876 (0.2758)  classification: 0.3822 (0.3811)  time: 0.2203  data: 0.0038  max mem: 5471
Epoch: [1]  [  700/29316]  eta: 1:44:47  lr: 0.005000  loss: 1.2658 (1.2860)  bbox_ctrness: 0.6244 (0.6280)  bbox_regression: 0.2675 (0.2760)  classification: 0.3975 (0.3820)  time: 0.2150  data: 0.0036  max mem: 5471
Epoch: [1]  [  720/29316]  eta: 1:44:43  lr: 0.005000  loss: 1.2799 (1.2867)  bbox_ctrness: 0.6281 (0.6280)  bbox_regression: 0.2938 (0.2765)  classification: 0.3706 (0.3822)  time: 0.2200  data: 0.0037  max mem: 5471
Epoch: [1]  [  740/29316]  eta: 1:44:40  lr: 0.005000  loss: 1.2502 (1.2859)  bbox_ctrness: 0.6273 (0.6281)  bbox_regression: 0.2715 (0.2762)  classification: 0.3777 (0.3817)  time: 0.2222  data: 0.0036  max mem: 5471
Epoch: [1]  [  760/29316]  eta: 1:44:32  lr: 0.005000  loss: 1.2764 (1.2862)  bbox_ctrness: 0.6305 (0.6281)  bbox_regression: 0.2744 (0.2764)  classification: 0.3582 (0.3817)  time: 0.2152  data: 0.0036  max mem: 5471
Epoch: [1]  [  780/29316]  eta: 1:44:29  lr: 0.005000  loss: 1.2761 (1.2862)  bbox_ctrness: 0.6317 (0.6282)  bbox_regression: 0.2844 (0.2765)  classification: 0.3596 (0.3815)  time: 0.2211  data: 0.0036  max mem: 5471
Epoch: [1]  [  800/29316]  eta: 1:44:25  lr: 0.005000  loss: 1.2602 (1.2863)  bbox_ctrness: 0.6256 (0.6281)  bbox_regression: 0.2824 (0.2764)  classification: 0.3635 (0.3817)  time: 0.2203  data: 0.0036  max mem: 5471
Epoch: [1]  [  820/29316]  eta: 1:44:21  lr: 0.005000  loss: 1.2644 (1.2854)  bbox_ctrness: 0.6261 (0.6281)  bbox_regression: 0.2656 (0.2763)  classification: 0.3357 (0.3810)  time: 0.2206  data: 0.0035  max mem: 5471
Epoch: [1]  [  840/29316]  eta: 1:44:15  lr: 0.005000  loss: 1.2897 (1.2852)  bbox_ctrness: 0.6303 (0.6281)  bbox_regression: 0.2663 (0.2763)  classification: 0.3622 (0.3808)  time: 0.2173  data: 0.0037  max mem: 5471
Epoch: [1]  [  860/29316]  eta: 1:44:12  lr: 0.005000  loss: 1.2805 (1.2856)  bbox_ctrness: 0.6298 (0.6282)  bbox_regression: 0.3151 (0.2769)  classification: 0.3718 (0.3804)  time: 0.2210  data: 0.0037  max mem: 5471
Epoch: [1]  [  880/29316]  eta: 1:44:09  lr: 0.005000  loss: 1.2661 (1.2857)  bbox_ctrness: 0.6263 (0.6281)  bbox_regression: 0.2840 (0.2772)  classification: 0.3698 (0.3804)  time: 0.2216  data: 0.0037  max mem: 5471
Epoch: [1]  [  900/29316]  eta: 1:44:05  lr: 0.005000  loss: 1.2637 (1.2854)  bbox_ctrness: 0.6275 (0.6281)  bbox_regression: 0.2599 (0.2771)  classification: 0.3651 (0.3802)  time: 0.2216  data: 0.0037  max mem: 5471
Epoch: [1]  [  920/29316]  eta: 1:43:59  lr: 0.005000  loss: 1.3387 (1.2863)  bbox_ctrness: 0.6335 (0.6282)  bbox_regression: 0.2921 (0.2772)  classification: 0.4055 (0.3809)  time: 0.2173  data: 0.0035  max mem: 5471
Epoch: [1]  [  940/29316]  eta: 1:43:55  lr: 0.005000  loss: 1.2762 (1.2865)  bbox_ctrness: 0.6231 (0.6282)  bbox_regression: 0.2512 (0.2769)  classification: 0.3946 (0.3814)  time: 0.2205  data: 0.0037  max mem: 5471
Epoch: [1]  [  960/29316]  eta: 1:43:52  lr: 0.005000  loss: 1.3018 (1.2867)  bbox_ctrness: 0.6303 (0.6281)  bbox_regression: 0.2769 (0.2770)  classification: 0.3829 (0.3815)  time: 0.2222  data: 0.0036  max mem: 5471
Epoch: [1]  [  980/29316]  eta: 1:43:48  lr: 0.005000  loss: 1.2902 (1.2868)  bbox_ctrness: 0.6253 (0.6281)  bbox_regression: 0.2772 (0.2772)  classification: 0.3890 (0.3814)  time: 0.2200  data: 0.0035  max mem: 5471
Epoch: [1]  [ 1000/29316]  eta: 1:43:43  lr: 0.005000  loss: 1.2798 (1.2861)  bbox_ctrness: 0.6297 (0.6282)  bbox_regression: 0.2633 (0.2770)  classification: 0.3803 (0.3810)  time: 0.2184  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1020/29316]  eta: 1:43:38  lr: 0.005000  loss: 1.2285 (1.2856)  bbox_ctrness: 0.6194 (0.6281)  bbox_regression: 0.2521 (0.2766)  classification: 0.3660 (0.3809)  time: 0.2189  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1040/29316]  eta: 1:43:33  lr: 0.005000  loss: 1.2854 (1.2860)  bbox_ctrness: 0.6337 (0.6282)  bbox_regression: 0.2891 (0.2768)  classification: 0.3577 (0.3810)  time: 0.2182  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1060/29316]  eta: 1:43:29  lr: 0.005000  loss: 1.2744 (1.2862)  bbox_ctrness: 0.6226 (0.6281)  bbox_regression: 0.2591 (0.2766)  classification: 0.4133 (0.3814)  time: 0.2215  data: 0.0040  max mem: 5471
Epoch: [1]  [ 1080/29316]  eta: 1:43:24  lr: 0.005000  loss: 1.3133 (1.2866)  bbox_ctrness: 0.6273 (0.6282)  bbox_regression: 0.2831 (0.2767)  classification: 0.4032 (0.3817)  time: 0.2170  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1100/29316]  eta: 1:43:20  lr: 0.005000  loss: 1.2419 (1.2860)  bbox_ctrness: 0.6222 (0.6281)  bbox_regression: 0.2673 (0.2766)  classification: 0.3485 (0.3813)  time: 0.2218  data: 0.0034  max mem: 5471
Epoch: [1]  [ 1120/29316]  eta: 1:43:18  lr: 0.005000  loss: 1.2937 (1.2863)  bbox_ctrness: 0.6295 (0.6281)  bbox_regression: 0.2639 (0.2766)  classification: 0.3902 (0.3815)  time: 0.2238  data: 0.0035  max mem: 5471
Epoch: [1]  [ 1140/29316]  eta: 1:43:14  lr: 0.005000  loss: 1.3151 (1.2870)  bbox_ctrness: 0.6275 (0.6282)  bbox_regression: 0.2977 (0.2770)  classification: 0.3835 (0.3819)  time: 0.2209  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1160/29316]  eta: 1:43:10  lr: 0.005000  loss: 1.2893 (1.2872)  bbox_ctrness: 0.6301 (0.6282)  bbox_regression: 0.2655 (0.2770)  classification: 0.4078 (0.3821)  time: 0.2205  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1180/29316]  eta: 1:43:05  lr: 0.005000  loss: 1.2354 (1.2866)  bbox_ctrness: 0.6291 (0.6282)  bbox_regression: 0.2591 (0.2769)  classification: 0.3521 (0.3815)  time: 0.2186  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1200/29316]  eta: 1:43:01  lr: 0.005000  loss: 1.2678 (1.2862)  bbox_ctrness: 0.6221 (0.6281)  bbox_regression: 0.2722 (0.2768)  classification: 0.3697 (0.3813)  time: 0.2218  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1220/29316]  eta: 1:42:58  lr: 0.005000  loss: 1.2769 (1.2863)  bbox_ctrness: 0.6252 (0.6281)  bbox_regression: 0.2980 (0.2769)  classification: 0.3696 (0.3813)  time: 0.2214  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1240/29316]  eta: 1:42:53  lr: 0.005000  loss: 1.2830 (1.2867)  bbox_ctrness: 0.6317 (0.6282)  bbox_regression: 0.2820 (0.2771)  classification: 0.3758 (0.3815)  time: 0.2199  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1260/29316]  eta: 1:42:49  lr: 0.005000  loss: 1.2969 (1.2872)  bbox_ctrness: 0.6279 (0.6282)  bbox_regression: 0.3034 (0.2773)  classification: 0.4027 (0.3817)  time: 0.2195  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1280/29316]  eta: 1:42:45  lr: 0.005000  loss: 1.2643 (1.2868)  bbox_ctrness: 0.6283 (0.6282)  bbox_regression: 0.2739 (0.2772)  classification: 0.3422 (0.3814)  time: 0.2212  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1300/29316]  eta: 1:42:40  lr: 0.005000  loss: 1.2847 (1.2871)  bbox_ctrness: 0.6250 (0.6282)  bbox_regression: 0.2779 (0.2772)  classification: 0.3946 (0.3816)  time: 0.2189  data: 0.0035  max mem: 5471
Epoch: [1]  [ 1320/29316]  eta: 1:42:36  lr: 0.005000  loss: 1.2459 (1.2869)  bbox_ctrness: 0.6264 (0.6282)  bbox_regression: 0.2728 (0.2771)  classification: 0.3530 (0.3816)  time: 0.2215  data: 0.0035  max mem: 5471
Epoch: [1]  [ 1340/29316]  eta: 1:42:31  lr: 0.005000  loss: 1.2798 (1.2869)  bbox_ctrness: 0.6225 (0.6282)  bbox_regression: 0.2701 (0.2772)  classification: 0.3667 (0.3816)  time: 0.2178  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1360/29316]  eta: 1:42:27  lr: 0.005000  loss: 1.2901 (1.2866)  bbox_ctrness: 0.6301 (0.6282)  bbox_regression: 0.2769 (0.2773)  classification: 0.3494 (0.3811)  time: 0.2215  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1380/29316]  eta: 1:42:23  lr: 0.005000  loss: 1.2955 (1.2869)  bbox_ctrness: 0.6325 (0.6283)  bbox_regression: 0.2989 (0.2774)  classification: 0.3836 (0.3812)  time: 0.2196  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1400/29316]  eta: 1:42:19  lr: 0.005000  loss: 1.2431 (1.2865)  bbox_ctrness: 0.6227 (0.6282)  bbox_regression: 0.2627 (0.2771)  classification: 0.3681 (0.3811)  time: 0.2220  data: 0.0034  max mem: 5471
Epoch: [1]  [ 1420/29316]  eta: 1:42:15  lr: 0.005000  loss: 1.3393 (1.2871)  bbox_ctrness: 0.6291 (0.6282)  bbox_regression: 0.2816 (0.2774)  classification: 0.4122 (0.3815)  time: 0.2192  data: 0.0040  max mem: 5471
Epoch: [1]  [ 1440/29316]  eta: 1:42:09  lr: 0.005000  loss: 1.3389 (1.2878)  bbox_ctrness: 0.6352 (0.6283)  bbox_regression: 0.3031 (0.2778)  classification: 0.3848 (0.3817)  time: 0.2160  data: 0.0039  max mem: 5471
Epoch: [1]  [ 1460/29316]  eta: 1:42:05  lr: 0.005000  loss: 1.2861 (1.2880)  bbox_ctrness: 0.6265 (0.6283)  bbox_regression: 0.2704 (0.2778)  classification: 0.3891 (0.3819)  time: 0.2212  data: 0.0039  max mem: 5471
Epoch: [1]  [ 1480/29316]  eta: 1:42:03  lr: 0.005000  loss: 1.2853 (1.2881)  bbox_ctrness: 0.6306 (0.6283)  bbox_regression: 0.2737 (0.2777)  classification: 0.3841 (0.3821)  time: 0.2255  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1500/29316]  eta: 1:41:58  lr: 0.005000  loss: 1.2183 (1.2878)  bbox_ctrness: 0.6220 (0.6282)  bbox_regression: 0.2638 (0.2776)  classification: 0.3535 (0.3819)  time: 0.2202  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1520/29316]  eta: 1:41:52  lr: 0.005000  loss: 1.2668 (1.2878)  bbox_ctrness: 0.6238 (0.6282)  bbox_regression: 0.2620 (0.2775)  classification: 0.3743 (0.3821)  time: 0.2142  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1540/29316]  eta: 1:41:48  lr: 0.005000  loss: 1.2268 (1.2873)  bbox_ctrness: 0.6233 (0.6282)  bbox_regression: 0.2669 (0.2774)  classification: 0.3639 (0.3817)  time: 0.2207  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1560/29316]  eta: 1:41:44  lr: 0.005000  loss: 1.2756 (1.2873)  bbox_ctrness: 0.6290 (0.6283)  bbox_regression: 0.2683 (0.2774)  classification: 0.3953 (0.3817)  time: 0.2216  data: 0.0039  max mem: 5471
Epoch: [1]  [ 1580/29316]  eta: 1:41:40  lr: 0.005000  loss: 1.3257 (1.2878)  bbox_ctrness: 0.6325 (0.6283)  bbox_regression: 0.2887 (0.2776)  classification: 0.3692 (0.3819)  time: 0.2229  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1600/29316]  eta: 1:41:35  lr: 0.005000  loss: 1.2966 (1.2882)  bbox_ctrness: 0.6281 (0.6283)  bbox_regression: 0.2696 (0.2776)  classification: 0.4005 (0.3823)  time: 0.2165  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1620/29316]  eta: 1:41:31  lr: 0.005000  loss: 1.2872 (1.2881)  bbox_ctrness: 0.6256 (0.6283)  bbox_regression: 0.2722 (0.2777)  classification: 0.3648 (0.3822)  time: 0.2222  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1640/29316]  eta: 1:41:28  lr: 0.005000  loss: 1.3168 (1.2884)  bbox_ctrness: 0.6306 (0.6283)  bbox_regression: 0.3149 (0.2780)  classification: 0.3634 (0.3821)  time: 0.2228  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1660/29316]  eta: 1:41:22  lr: 0.005000  loss: 1.2923 (1.2885)  bbox_ctrness: 0.6285 (0.6284)  bbox_regression: 0.2814 (0.2782)  classification: 0.3560 (0.3820)  time: 0.2172  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1680/29316]  eta: 1:41:18  lr: 0.005000  loss: 1.2618 (1.2885)  bbox_ctrness: 0.6255 (0.6284)  bbox_regression: 0.2674 (0.2781)  classification: 0.4003 (0.3821)  time: 0.2190  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1700/29316]  eta: 1:41:14  lr: 0.005000  loss: 1.3363 (1.2888)  bbox_ctrness: 0.6296 (0.6283)  bbox_regression: 0.2990 (0.2781)  classification: 0.3776 (0.3824)  time: 0.2220  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1720/29316]  eta: 1:41:10  lr: 0.005000  loss: 1.3464 (1.2899)  bbox_ctrness: 0.6321 (0.6284)  bbox_regression: 0.2940 (0.2784)  classification: 0.4157 (0.3831)  time: 0.2220  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1740/29316]  eta: 1:41:06  lr: 0.005000  loss: 1.2607 (1.2895)  bbox_ctrness: 0.6227 (0.6284)  bbox_regression: 0.2400 (0.2781)  classification: 0.3970 (0.3831)  time: 0.2205  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1760/29316]  eta: 1:41:01  lr: 0.005000  loss: 1.2852 (1.2895)  bbox_ctrness: 0.6282 (0.6284)  bbox_regression: 0.2864 (0.2781)  classification: 0.3714 (0.3830)  time: 0.2173  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1780/29316]  eta: 1:40:57  lr: 0.005000  loss: 1.2750 (1.2893)  bbox_ctrness: 0.6244 (0.6284)  bbox_regression: 0.2607 (0.2781)  classification: 0.3653 (0.3829)  time: 0.2205  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1800/29316]  eta: 1:40:52  lr: 0.005000  loss: 1.2840 (1.2894)  bbox_ctrness: 0.6278 (0.6284)  bbox_regression: 0.2777 (0.2781)  classification: 0.3552 (0.3829)  time: 0.2185  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1820/29316]  eta: 1:40:48  lr: 0.005000  loss: 1.2663 (1.2894)  bbox_ctrness: 0.6290 (0.6284)  bbox_regression: 0.2506 (0.2780)  classification: 0.3937 (0.3830)  time: 0.2230  data: 0.0039  max mem: 5471
Epoch: [1]  [ 1840/29316]  eta: 1:40:44  lr: 0.005000  loss: 1.2764 (1.2894)  bbox_ctrness: 0.6315 (0.6284)  bbox_regression: 0.2936 (0.2782)  classification: 0.3575 (0.3829)  time: 0.2223  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1860/29316]  eta: 1:40:41  lr: 0.005000  loss: 1.2862 (1.2894)  bbox_ctrness: 0.6308 (0.6284)  bbox_regression: 0.2787 (0.2782)  classification: 0.3774 (0.3828)  time: 0.2224  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1880/29316]  eta: 1:40:36  lr: 0.005000  loss: 1.2766 (1.2892)  bbox_ctrness: 0.6287 (0.6284)  bbox_regression: 0.2618 (0.2779)  classification: 0.3978 (0.3828)  time: 0.2186  data: 0.0039  max mem: 5471
Epoch: [1]  [ 1900/29316]  eta: 1:40:32  lr: 0.005000  loss: 1.2960 (1.2893)  bbox_ctrness: 0.6296 (0.6284)  bbox_regression: 0.3081 (0.2781)  classification: 0.3744 (0.3828)  time: 0.2221  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1920/29316]  eta: 1:40:27  lr: 0.005000  loss: 1.2219 (1.2888)  bbox_ctrness: 0.6213 (0.6284)  bbox_regression: 0.2436 (0.2779)  classification: 0.3359 (0.3824)  time: 0.2167  data: 0.0036  max mem: 5471
Epoch: [1]  [ 1940/29316]  eta: 1:40:23  lr: 0.005000  loss: 1.2651 (1.2885)  bbox_ctrness: 0.6244 (0.6283)  bbox_regression: 0.2672 (0.2779)  classification: 0.3510 (0.3822)  time: 0.2219  data: 0.0038  max mem: 5471
Epoch: [1]  [ 1960/29316]  eta: 1:40:19  lr: 0.005000  loss: 1.3067 (1.2886)  bbox_ctrness: 0.6340 (0.6284)  bbox_regression: 0.2983 (0.2781)  classification: 0.3716 (0.3821)  time: 0.2210  data: 0.0037  max mem: 5471
Epoch: [1]  [ 1980/29316]  eta: 1:40:15  lr: 0.005000  loss: 1.3024 (1.2888)  bbox_ctrness: 0.6344 (0.6285)  bbox_regression: 0.3035 (0.2784)  classification: 0.3437 (0.3819)  time: 0.2205  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2000/29316]  eta: 1:40:10  lr: 0.005000  loss: 1.2511 (1.2886)  bbox_ctrness: 0.6261 (0.6285)  bbox_regression: 0.2661 (0.2783)  classification: 0.3806 (0.3818)  time: 0.2193  data: 0.0034  max mem: 5471
Epoch: [1]  [ 2020/29316]  eta: 1:40:04  lr: 0.005000  loss: 1.3115 (1.2888)  bbox_ctrness: 0.6285 (0.6285)  bbox_regression: 0.2843 (0.2783)  classification: 0.3914 (0.3820)  time: 0.2153  data: 0.0035  max mem: 5471
Epoch: [1]  [ 2040/29316]  eta: 1:40:00  lr: 0.005000  loss: 1.2892 (1.2887)  bbox_ctrness: 0.6260 (0.6285)  bbox_regression: 0.2849 (0.2784)  classification: 0.3636 (0.3819)  time: 0.2204  data: 0.0035  max mem: 5471
Epoch: [1]  [ 2060/29316]  eta: 1:39:57  lr: 0.005000  loss: 1.2744 (1.2886)  bbox_ctrness: 0.6239 (0.6284)  bbox_regression: 0.2615 (0.2782)  classification: 0.3901 (0.3819)  time: 0.2235  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2080/29316]  eta: 1:39:51  lr: 0.005000  loss: 1.2668 (1.2885)  bbox_ctrness: 0.6271 (0.6284)  bbox_regression: 0.2474 (0.2782)  classification: 0.3527 (0.3818)  time: 0.2168  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2100/29316]  eta: 1:39:47  lr: 0.005000  loss: 1.2831 (1.2887)  bbox_ctrness: 0.6284 (0.6284)  bbox_regression: 0.2741 (0.2783)  classification: 0.3804 (0.3820)  time: 0.2203  data: 0.0036  max mem: 5471
Epoch: [1]  [ 2120/29316]  eta: 1:39:43  lr: 0.005000  loss: 1.2548 (1.2885)  bbox_ctrness: 0.6229 (0.6284)  bbox_regression: 0.2682 (0.2782)  classification: 0.3662 (0.3819)  time: 0.2202  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2140/29316]  eta: 1:39:38  lr: 0.005000  loss: 1.2955 (1.2884)  bbox_ctrness: 0.6245 (0.6284)  bbox_regression: 0.2613 (0.2782)  classification: 0.3494 (0.3818)  time: 0.2196  data: 0.0038  max mem: 5471
Epoch: [1]  [ 2160/29316]  eta: 1:39:33  lr: 0.005000  loss: 1.3617 (1.2889)  bbox_ctrness: 0.6289 (0.6284)  bbox_regression: 0.2906 (0.2783)  classification: 0.4226 (0.3822)  time: 0.2163  data: 0.0037  max mem: 5471
Epoch: [1]  [ 2180/29316]  eta: 1:39:28  lr: 0.005000  loss: 1.3148 (1.2890)  bbox_ctrness: 0.6309 (0.6285)  bbox_regression: 0.2669 (0.2783)  classification: 0.3875 (0.3822)  time: 0.2202  data: 0.0037  max mem: 5471
